timestamp,close,high,low,trade_count,open,volume,vwap
2024-03-01 05:00:00+00:00,499.17,499.5,494.96,13950,495.32,1239371,497.95
2024-03-04 05:00:00+00:00,498.6,500.38,498.26,10602,498.45,1196469,498.99
2024-03-05 05:00:00+00:00,493.52,497.0,491.37,11822,496.54,1569486,493.26
2024-03-06 05:00:00+00:00,496.06,498.31,494.83,9433,496.94,815242,496.56
2024-03-07 05:00:00+00:00,501.3,502.02,498.53,8943,499.37,757973,500.81
2024-03-08 05:00:00+00:00,497.99,504.28,497.42,9180,501.68,1006823,500.21
2024-03-11 04:00:00+00:00,497.54,498.1,494.89,8206,496.7,700316,496.82
2024-03-12 04:00:00+00:00,502.91,503.49,497.16,10154,499.66,1093781,501.55
2024-03-13 04:00:00+00:00,502.13,503.38,500.72,8836,503.17,703671,502.4
2024-03-14 04:00:00+00:00,501.05,503.25,498.09,12165,503.09,1294366,500.12
2024-03-15 04:00:00+00:00,497.69,499.49,496.27,11648,497.93,943977,497.65
2024-03-18 04:00:00+00:00,500.69,503.16,500.25,9890,501.04,933941,501.61
